,index,Unnamed: 0,Unnamed: 0.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor
685,3797,3797,3797,SbAgO3,Sb,Ag,0,3,3,0.76,0.75,orthorhombic,-0.935,0.331,0.23024652898311615,13.442,0.206,5.427,5.695,8.698,90,90,90,-0.728,0.5555555556,0.7104739563,8.641,7.5760000000000005,2.05,1.93,0.7104739563
686,2717,2717,2717,NdDyO3,Nd,Dy,0,3,3,1.27,0.91,cubic,-3.089,0.646,0,15.73,1.704,4.285,4.285,4.285,90,90,90,4.401,0.6740740741,0.8197432595999999,5.53,5.94,1.14,1.22,0.8197432595999999
687,1488,1488,1488,GaKO3,Ga,K,0,not balanced,not balanced,0.62,1.38,orthorhombic,-1.386,0.257,0.23024652898311615,15.222,1.887,5.73,6.759,7.86,90,90,90,-14.002,1.0222222222,0.5102565417,5.999,4.341,1.81,0.82,0.5102565417
688,4352,4352,4352,TbPrO3,Tb,Pr,0,2,4,1.1,0.85,cubic,-2.304,1.264,0,18.119,0.479,4.491,4.491,4.491,90,90,90,-1.416,0.6296296296,0.7874598245000001,5.86,5.46,1.1,1.13,0.7874598245000001
689,4332,4332,4332,TbHoO3,Tb,Ho,0,4,2,0.88,0.9,cubic,-2.854,0.863,0,15.23,1.749,4.239,4.239,4.239,90,90,90,1.499,0.6666666667,0.7008213876,5.86,6.018,1.1,1.23,0.7008213876
690,3450,3450,3450,PuFeO3,Pu,Fe,0,element not in BV,element not in BV,0.96,0.67,orthorhombic,-2.704,-0.062,2,11.969,0.998,5.481,5.639,7.745,90,90,90,-0.35470613837242126,0.49629629630000005,0.8086221112,6.06,7.87,1.28,1.83,0.8086221112
691,2162,2162,2162,LaPrO3,La,Pr,0,3,3,1.36,0.99,cubic,-2.792,0.852,0,18.427,0.859,4.517,4.517,4.517,90,90,90,3.411,0.7333333333,0.8189142637000001,5.58,5.46,1.1,1.13,0.8189142637000001
692,181,181,181,AlNaO3,Al,Na,0,not balanced,not balanced,0.54,1.02,orthorhombic,-1.971,0.321,0.23024652898311615,11.427,2.09,5.461,5.978,7.002,90,90,90,-11.819,0.7555555556,0.5638952812,5.986000000000001,5.138999999999999,1.61,0.93,0.5638952812
693,3685,3685,3685,RhNaO3,Rh,Na,0,not balanced,not balanced,0.61,1.02,rhombohedral,-0.917,0.316,0.4,13.693,0.246,5.797,5.797,5.797,59.7,59.7,59.7,-10.47,0.7555555556,0.5847802916,7.46,5.138999999999999,2.28,0.93,0.5847802916
694,1939,1939,1939,InPaO3,In,Pa,0,element not in BV,element not in BV,0.92,0.91,cubic,-2.482,-0.008,0,17.137,2.563,4.409,4.409,4.409,90,90,90,-0.35470613837242126,0.6740740741,0.7102355723,5.7860000000000005,5.89,1.78,1.5,0.7102355723
695,1285,1285,1285,ErPmO3,Er,Pm,0,element not in BV,element not in BV,1.06,0.97,cubic,-2.515,1.271,0,17.07,0.344,4.403,4.403,4.403,90,90,90,-1.673,0.7185185184999999,0.7345376477,6.101,5.553999999999999,1.24,1.13,0.7345376477
696,4776,4776,4776,TmLuO3,Tm,Lu,0,not balanced,not balanced,1.05,0.86,cubic,-3.061,0.886,0,14.17,1.726,4.138,4.138,4.138,90,90,90,1.867,0.637037037,0.7678987669,6.184,5.4259,1.25,1.27,0.7678987669
697,1173,1173,1173,DyBO3,Dy,B,0,not balanced,not balanced,1.08,0.27,cubic,-2.526,0.836,0,8.244,3.002,3.454,3.454,3.454,90,90,90,5.458,0.2,1.0606601718000002,5.94,8.298,1.22,2.04,1.0606601718000002
698,1184,1184,1184,Dy2O3,Dy,Dy,0,not balanced,not balanced,1.08,0.99,cubic,-2.904,0.946,0,15.461,1.645,4.26,4.26,4.26,90,90,90,0.855,0.7333333333,0.7343031958,5.94,5.94,1.22,1.22,0.7343031958
699,5171,5171,5171,YbTeO3,Yb,Te,0,2,4,1.14,0.97,orthorhombic,-2.163,0.145,0.23024652898311615,13.44,0.212,5.596,5.928,8.103,90,90,90,2.574,0.7185185184999999,0.7589206401999999,6.254,9.009,1.1,2.1,0.7589206401999999
700,970,970,970,CrGdO3,Cr,Gd,0,not balanced,not balanced,0.57,0.94,rhombohedral,-2.842,0.343,0.6,14.076,1.599,6.077,6.077,6.077,55.1,55.1,55.1,-5.024,0.6962962963,0.5928580873,6.766,6.15,1.66,1.2,0.5928580873
701,840,840,840,CeNdO3,Ce,Nd,0,3,3,1.34,0.98,cubic,-2.776,0.795,0,17.971,1.055,4.479,4.479,4.479,90,90,90,3.435,0.7259259259,0.8163593311,5.54,5.53,1.12,1.14,0.8163593311
702,13,13,13,AcCrO3,Ac,Cr,0,element not in BV,element not in BV,1.12,0.58,orthorhombic,-3.138,-0.107,0.6,12.5,1.817,5.594,5.639,7.925,90,90,90,5.121,0.4296296296,0.9049501293000001,5.17,6.766,1.1,1.66,0.9049501293000001
703,1180,1180,1180,DyCoO3,Dy,Co,1,3,3,1.08,0.61,orthorhombic,-2.532,0.02,0.001,10.746,1.438,5.177,5.555,7.474,90,90,90,-0.35470613837242126,0.4518518519,0.8766681012,5.94,7.86,1.22,1.88,0.8766681012
704,5192,5192,5192,ZnCaO3,Zn,Ca,0,not balanced,not balanced,0.9,1.0,orthorhombic,-1.804,0.159,0.23024652898311615,12.398,1.966,5.807,5.954,7.171,90,90,90,-6.668,0.7407407407,0.6770171309,9.394,6.1129999999999995,1.65,1.0,0.6770171309
705,832,832,832,CeLaO3,Ce,La,0,3,3,1.34,1.03,cubic,-2.726,0.89,0,18.764,0.482,4.544,4.544,4.544,90,90,90,2.756,0.762962963,0.799208925,5.54,5.58,1.12,1.1,0.799208925
706,2643,2643,2643,NbCuO3,Nb,Cu,0,3,3,0.72,0.54,rhombohedral,-2.069,0.118,0,12.309,1.077,5.03,5.226,5.754,77.3,109,68.7,-1.211,0.4,0.7744502842000001,6.88,7.726,1.6,1.9,0.7744502842000001
707,3824,3824,3824,SbKO3,Sb,K,0,not balanced,not balanced,0.68,1.38,orthorhombic,-1.599,0.294,0.23024652898311615,17.022,1.688,5.053,5.704,11.812,90,90,90,-10.429,1.0222222222,0.5257973501,8.641,4.341,2.05,0.82,0.5257973501
708,2111,2111,2111,KVO3,K,V,0,1,5,1.64,0.54,tetragonal,-2.271,0.099,0,12.542,0.284,3.685,3.685,4.618,90,90,90,2.017,0.4,1.1186504104000001,4.341,6.74,0.82,1.63,1.1186504104000001
709,4538,4538,4538,ThCoO3,Th,Co,0,4,2,1.21,0.75,orthorhombic,-2.947,0.093,0.6,12.397,1.864,5.409,5.933,7.727,90,90,90,3.147,0.5555555556,0.8619968379999999,6.08,7.86,1.3,1.88,0.8619968379999999
710,3540,3540,3540,RbNbO3,Rb,Nb,0,1,5,1.72,0.64,tetragonal,-2.612,0.062,0,13.561,1.587,4.036,4.036,4.162,90,90,90,5.22,0.47407407409999996,1.0908632252,4.177,6.88,0.82,1.6,1.0908632252
711,2381,2381,2381,MgPrO3,Mg,Pr,0,2,4,0.89,0.85,orthorhombic,-2.739,0.236,0.2,14.145,0.821,5.647,5.893,8.5,90,90,90,-3.347,0.6296296296,0.7199632681,7.646,5.46,1.31,1.13,0.7199632681
712,1361,1361,1361,EuPuO3,Eu,Pu,0,element not in BV,element not in BV,1.48,0.83,orthorhombic,-3.502,-0.187,0.8,14.941,2.018,5.846,6.071,8.42,90,90,90,3.583,0.6148148148,0.9179413719,5.67,6.06,1.2,1.28,0.9179413719
713,3808,3808,3808,SbCoO3,Sb,Co,0,3,3,0.76,0.61,cubic,-0.969,0.549,0,10.413,0.194,3.734,3.734,3.734,90,90,90,2.075,0.4518518519,0.7612220961,8.641,7.86,2.05,1.88,0.7612220961
714,406,406,406,BPaO3,B,Pa,0,element not in BV,element not in BV,0.27,0.91,cubic,-1.378,1.368,0,16.389,1.515,4.344,4.344,4.344,90,90,90,4.028,0.6740740741,0.5068641529,8.298,5.89,2.04,1.5,0.5068641529
715,109,109,109,AgNbO3,Ag,Nb,1,1,5,1.28,0.64,rhombohedral,-2.009,0.043,0,12.263,1.269,5.611,5.611,5.611,59.2,59.2,59.2,4.672,0.47407407409999996,0.9345180073,7.5760000000000005,6.88,1.93,1.6,0.9345180073
716,4510,4510,4510,TeSrO3,Te,Sr,0,not balanced,not balanced,0.77,1.18,orthorhombic,-2.2,0.01,0.23024652898311615,17.044,3.492,5.956,6.606,8.664,90,90,90,-10.574,0.8740740740999999,0.5925163542,9.009,5.695,2.1,0.95,0.5925163542
717,597,597,597,BiCrO3,Bi,Cr,0,3,3,1.38,0.62,orthorhombic,-1.962,0.016,0.6,11.928,1.56,5.43,5.647,7.781,90,90,90,3.843,0.4592592593,0.979899245,7.289,6.766,2.02,1.66,0.979899245
718,1550,1550,1550,GdErO3,Gd,Er,0,3,3,1.11,0.89,cubic,-3.062,0.783,0,15.015,1.779,4.219,4.219,4.219,90,90,90,4.376,0.6592592593,0.7765547686,6.15,6.101,1.2,1.24,0.7765547686
719,5082,5082,5082,YPrO3,Y,Pr,0,3,3,1.08,0.99,cubic,-2.419,1.273,0,18.136,0.619,4.493,4.493,4.493,90,90,90,-2.36,0.7333333333,0.7343031958,6.38,5.46,1.22,1.13,0.7343031958
720,4409,4409,4409,TcLaO3,Tc,La,0,element not in BV,element not in BV,0.6,1.03,rhombohedral,-2.237,0.384,0.4,15.148,0.323,5.756,5.756,5.756,65.7,65.7,65.7,-6.403,0.762962963,0.5793521947,7.28,5.58,1.9,1.1,0.5793521947
721,193,193,193,AlPuO3,Al,Pu,0,element not in BV,element not in BV,0.54,0.83,orthorhombic,-3.306,0.216,1,13.362,1.93,5.412,5.435,9.086,90,90,90,-2.763,0.6148148148,0.6130421175999999,5.986000000000001,6.06,1.61,1.28,0.6130421175999999
722,1825,1825,1825,HoAcO3,Ho,Ac,0,element not in BV,element not in BV,1.12,1.12,orthorhombic,-3.535,0.196,0,17.119,3.62,6.113,6.255,8.953,90,90,90,0.642,0.8296296296,0.7071067812,6.018,5.17,1.23,1.1,0.7071067812
723,984,984,984,CrNaO3,Cr,Na,0,5,1,0.57,1.02,orthorhombic,-1.835,0.178,0.199,12.402,1.077,5.219,5.228,9.089,90,90,90,-8.454,0.7555555556,0.5728459999000001,6.766,5.138999999999999,1.66,0.93,0.5728459999000001
724,924,924,924,CoRbO3,Co,Rb,0,not balanced,not balanced,0.9,1.52,rhombohedral,-1.077,0.141,0.4,18.998,1.641,6.419,6.419,6.419,60.7,60.7,60.7,-0.35470613837242126,1.1259259259,0.5543520062,7.86,4.177,1.88,0.82,0.5543520062
725,847,847,847,CePmO3,Ce,Pm,0,element not in BV,element not in BV,1.24,0.97,cubic,-2.861,0.738,0,17.506,1.226,4.44,4.44,4.44,90,90,90,3.726,0.7185185184999999,0.7893993806999999,5.54,5.553999999999999,1.12,1.13,0.7893993806999999
726,5063,5063,5063,YInO3,Y,In,0,3,3,1.08,0.8,cubic,-2.108,0.718,0,13.003,1.415,4.021,4.021,4.021,90,90,90,-0.35470613837242126,0.5925925926,0.7991951062,6.38,5.7860000000000005,1.22,1.78,0.7991951062
727,44,44,44,AcPmO3,Ac,Pm,0,element not in BV,element not in BV,1.12,0.97,cubic,-3.111,0.518,0,17.814,2.014,4.466,4.466,4.466,90,90,90,4.845,0.7185185184999999,0.752824892,5.17,5.553999999999999,1.1,1.13,0.752824892
728,2432,2432,2432,MnHfO3,Mn,Hf,0,2,4,0.96,0.71,orthorhombic,-3.093,0.026,1,11.554,3.348,5.331,5.551,7.809,90,90,90,3.919,0.5259259259000001,0.7929207109,7.435,6.65,1.55,1.3,0.7929207109
729,2380,2380,2380,MgPmO3,Mg,Pm,0,element not in BV,element not in BV,0.89,0.97,orthorhombic,-2.791,0.235,0.201,13.692,0.702,5.61,5.817,8.392,90,90,90,-3.15,0.7185185184999999,0.6827237887000001,7.646,5.553999999999999,1.31,1.13,0.6827237887000001
730,1678,1678,1678,GeZrO3,Ge,Zr,0,2,4,0.73,0.72,cubic,-2.235,0.524,0,14.041,1.703,4.125,4.125,4.125,90,90,90,4.191,0.5333333333,0.7105227559999999,7.899,6.84,2.01,1.33,0.7105227559999999
731,3798,3798,3798,SbAlO3,Sb,Al,0,3,3,0.76,0.54,tetragonal,-2.282,0.141,0.23024652898311615,11.23,1.287,3.592,3.592,4.352,90,90,90,4.409,0.4,0.7894155070000001,8.641,5.986000000000001,2.05,1.61,0.7894155070000001
732,2122,2122,2122,LaBO3,La,B,0,not balanced,not balanced,1.36,0.27,cubic,-2.441,0.916,0,9.267,2.138,3.592,3.592,3.592,90,90,90,4.68,0.2,1.1828761587,5.58,8.298,1.1,2.04,1.1828761587
733,1791,1791,1791,HgNpO3,Hg,Np,0,element not in BV,element not in BV,1.14,0.86,orthorhombic,-2.241,0.167,0.6,15.062,0.936,5.87,5.956,8.616,90,90,90,0.632,0.637037037,0.7966949707,10.437000000000001,6.19,2.0,1.36,0.7966949707
734,11,11,11,AcCeO3,Ac,Ce,0,element not in BV,element not in BV,1.12,0.94,cubic,-2.864,0.686,0,19.228,1.439,4.581,4.581,4.581,90,90,90,4.197,0.6962962963,0.7626872269,5.17,5.54,1.1,1.12,0.7626872269
735,4028,4028,4028,SmCrO3,Sm,Cr,1,3,3,1.24,0.62,orthorhombic,-3.151,-0.06,0.6,11.543,2.441,5.364,5.595,7.691,90,90,90,4.538,0.4592592593,0.9296480017000001,5.64,6.766,1.17,1.66,0.9296480017000001
736,69,69,69,AcYO3,Ac,Y,0,element not in BV,element not in BV,1.12,0.9,orthorhombic,-3.693,0.001,0,15.939,4.608,5.993,6.183,8.603,90,90,90,5.419,0.6666666667,0.7762461109000001,5.17,6.38,1.1,1.22,0.7762461109000001
737,1006,1006,1006,CrSrO3,Cr,Sr,0,not balanced,not balanced,0.57,1.18,orthorhombic,-2.443,0.159,0.4,14.672,1.367,5.503,5.603,9.517,90,90,90,-14.856,0.8740740740999999,0.5366185849,6.766,5.695,1.66,0.95,0.5366185849
738,1890,1890,1890,HoTmO3,Ho,Tm,0,not balanced,not balanced,1.12,0.96,cubic,-3.038,0.865,0,14.671,1.806,4.186,4.186,4.186,90,90,90,1.774,0.7111111111,0.7560838743000001,6.018,6.184,1.23,1.25,0.7560838743000001
739,1964,1964,1964,InUO3,In,U,0,1,5,0.92,0.76,cubic,-2.665,0.241,0.2,16.707,1.969,4.371,4.371,4.371,90,90,90,-0.35470613837242126,0.5629629629999999,0.7607262526999999,5.7860000000000005,6.05,1.78,1.38,0.7607262526999999
740,2745,2745,2745,NdPmO3,Nd,Pm,0,element not in BV,element not in BV,1.27,0.97,cubic,-2.78,0.869,0,17.36,1.128,4.428,4.428,4.428,90,90,90,3.35,0.7185185184999999,0.7985430029,5.53,5.553999999999999,1.14,1.13,0.7985430029
741,1424,1424,1424,FeNdO3,Fe,Nd,0,not balanced,not balanced,0.85,0.98,orthorhombic,-2.506,0.2,1,13.723,1.722,5.644,5.648,8.61,90,90,90,-0.35470613837242126,0.7259259259,0.6676544715,7.87,5.53,1.83,1.14,0.6676544715
742,830,830,830,CeIrO3,Ce,Ir,0,3,3,1.34,0.68,orthorhombic,-2.152,0.087,0,12.777,0.99,5.443,5.938,7.906,90,90,90,0.432,0.5037037037,0.9370035672,5.54,9.1,1.12,2.2,0.9370035672
743,1647,1647,1647,GePaO3,Ge,Pa,0,element not in BV,element not in BV,0.63,0.91,rhombohedral,-2.186,0.403,0.2,15.362,0.845,5.963,5.963,5.963,61.1,61.1,61.1,-0.35470613837242126,0.6740740741,0.6195006313,7.899,5.89,2.01,1.5,0.6195006313
744,2182,2182,2182,LaTmO3,La,Tm,1,3,3,1.36,0.88,orthorhombic,-3.8,0.022,0,14.634,4.59,5.814,6.017,8.367,90,90,90,5.056,0.6518518519,0.8593091377,5.58,6.184,1.1,1.25,0.8593091377
745,3545,3545,3545,RbPaO3,Rb,Pa,1,element not in BV,element not in BV,1.72,0.91,orthorhombic,-2.927,-0.543,0,17.243,3.98,6.248,6.249,8.833,90,90,90,6.242,0.6740740741,0.9605388576,4.177,5.89,0.82,1.5,0.9605388576
746,4955,4955,4955,VTlO3,V,Tl,0,not balanced,not balanced,0.72,1.2,orthorhombic,-1.566,0.404,0.4,12.645,0.209,5.575,5.589,8.116,90,90,90,-5.31,0.8888888889,0.5740043283,6.74,6.108,1.63,1.62,0.5740043283
747,5070,5070,5070,YMnO3,Y,Mn,1,3,3,1.08,0.65,orthorhombic,-2.936,0.023,0.8,11.38,0.379,5.293,5.739,7.493,90,90,90,3.468,0.4814814815,0.8591347390999999,6.38,7.435,1.22,1.55,0.8591347390999999
748,5053,5053,5053,YDyO3,Y,Dy,0,3,3,1.08,0.91,cubic,-2.911,0.918,0,15.491,1.445,4.263,4.263,4.263,90,90,90,1.026,0.6740740741,0.7602962293000001,6.38,5.94,1.22,1.22,0.7602962293000001
749,4757,4757,4757,TmCoO3,Tm,Co,0,3,3,1.05,0.61,orthorhombic,-2.566,0.027,0,10.493,1.392,5.113,5.544,7.404,90,90,90,2.096,0.4518518519,0.8658450381999999,6.184,7.86,1.25,1.88,0.8658450381999999
750,3849,3849,3849,SbScO3,Sb,Sc,0,3,3,0.76,0.75,cubic,-2.084,0.61,0,13.031,0.834,4.024,4.024,4.024,90,90,90,0.35,0.5555555556,0.7104739563,8.641,6.54,2.05,1.36,0.7104739563
751,892,892,892,CoDyO3,Co,Dy,0,3,3,0.61,0.91,rhombohedral,-2.431,0.121,0.799,13.398,1.607,5.988,5.988,5.988,55,55,55,-4.651,0.6740740741,0.6132430492000001,7.86,5.94,1.88,1.22,0.6132430492000001
752,156,156,156,AlCdO3,Al,Cd,0,not balanced,not balanced,0.54,0.95,orthorhombic,-1.93,0.197,0.23024652898311615,11.712,0.211,5.236,5.506,8.124,90,90,90,-7.376,0.7037037037,0.5810573115,5.986000000000001,8.993,1.61,1.69,0.5810573115
753,4262,4262,4262,TaKO3,Ta,K,0,not balanced,not balanced,0.74,1.38,orthorhombic,-2.684,0.236,0,17.643,3.635,5.769,5.851,10.454,90,90,90,-21.785,1.0222222222,0.5413381585,7.89,4.341,1.5,0.82,0.5413381585
754,3459,3459,3459,PuKO3,Pu,K,0,element not in BV,element not in BV,0.96,1.38,orthorhombic,-2.34,0.312,0.6,17.389,0.398,5.637,5.668,10.884,90,90,90,-0.35470613837242126,1.0222222222,0.5983211225,6.06,4.341,1.28,0.82,0.5983211225
755,3801,3801,3801,SbBO3,Sb,B,0,3,3,0.76,0.27,cubic,-1.1,1.001,0.23024652898311615,8.51,1.554,3.491,3.491,3.491,90,90,90,3.328,0.2,0.9209847581999999,8.641,8.298,2.05,2.04,0.9209847581999999
756,4848,4848,4848,ULiO3,U,Li,0,5,1,0.84,0.76,orthorhombic,-3.047,0.099,0.2,10.735,2.256,5.167,5.647,7.359,90,90,90,-2.292,0.5629629629999999,0.733916517,6.05,5.392,1.38,0.98,0.733916517
757,2453,2453,2453,MnPmO3,Mn,Pm,0,element not in BV,element not in BV,0.96,0.97,orthorhombic,-2.604,0.301,0.8,13.426,0.357,5.688,5.724,8.248,90,90,90,-3.111,0.7185185184999999,0.7040589071,7.435,5.553999999999999,1.55,1.13,0.7040589071
758,3128,3128,3128,PbThO3,Pb,Th,0,2,4,1.49,0.94,orthorhombic,-2.898,0.173,0,17.337,2.938,6.109,6.404,8.863,90,90,90,3.431,0.6962962963,0.8769359207999999,7.416,6.08,2.33,1.3,0.8769359207999999
759,2342,2342,2342,MgBaO3,Mg,Ba,0,not balanced,not balanced,0.89,1.35,orthorhombic,-2.189,0.261,0.23024652898311615,15.988,2.388,6.136,6.627,7.863,90,90,90,-0.976,1.0,0.5866367370000001,7.646,5.212000000000001,1.31,0.89,0.5866367370000001
760,1233,1233,1233,DyTmO3,Dy,Tm,0,not balanced,not balanced,1.08,0.96,cubic,-3.066,0.825,0,14.691,1.924,4.188,4.188,4.188,90,90,90,2.116,0.7111111111,0.7438396009999999,5.94,6.184,1.22,1.25,0.7438396009999999
761,736,736,736,CdBaO3,Cd,Ba,0,not balanced,not balanced,1.31,1.35,orthorhombic,-1.535,0.23,0.23024652898311615,17.186,0.843,6.481,6.492,8.169,90,90,90,-6.3,1.0,0.6966311251999999,8.993,5.212000000000001,1.69,0.89,0.6966311251999999
762,4060,4060,4060,SmPrO3,Sm,Pr,0,2,4,1.32,0.85,cubic,-2.54,1.099,0,18.21,0.993,4.499,4.499,4.499,90,90,90,2.566,0.6296296296,0.8581705026,5.64,5.46,1.17,1.13,0.8581705026
763,3495,3495,3495,PuTlO3,Pu,Tl,0,element not in BV,element not in BV,0.96,1.2,orthorhombic,-2.225,0.077,1,14.777,0.39,5.784,6.168,8.284,90,90,90,-0.35470613837242126,0.8888888889,0.6405555547,6.06,6.108,1.28,1.62,0.6405555547
764,1539,1539,1539,GdBaO3,Gd,Ba,0,not balanced,not balanced,1.11,1.35,orthorhombic,-2.809,0.268,0.201,18.822,0.619,6.507,6.793,8.517,90,90,90,-6.988,1.0,0.6442528451,6.15,5.212000000000001,1.2,0.89,0.6442528451
765,2481,2481,2481,MnZrO3,Mn,Zr,0,2,4,0.96,0.72,orthorhombic,-2.943,0.052,1,11.9,3.057,5.383,5.594,7.903,90,90,90,2.972,0.5333333333,0.7890901761,7.435,6.84,1.55,1.33,0.7890901761
766,5238,5238,5238,ZnSmO3,Zn,Sm,0,not balanced,not balanced,0.9,0.96,orthorhombic,-2.311,0.199,0.2,13.484,0.543,5.451,5.759,8.59,90,90,90,-4.454,0.7111111111,0.6887403713,9.394,5.64,1.65,1.17,0.6887403713
767,4928,4928,4928,VNdO3,V,Nd,0,not balanced,not balanced,0.72,0.98,orthorhombic,-2.912,0.284,0.4,13.858,1.358,5.687,5.808,8.392,90,90,90,-5.876,0.7259259259,0.6282021618,6.74,5.53,1.63,1.14,0.6282021618
768,4893,4893,4893,VAlO3,V,Al,0,not balanced,not balanced,0.72,0.54,orthorhombic,-2.863,0.085,0.4,8.938,1.896,4.981,5.175,6.935,90,90,90,-0.28,0.4,0.7744502842000001,6.74,5.986000000000001,1.63,1.61,0.7744502842000001
769,4564,4564,4564,ThNiO3,Th,Ni,0,4,2,1.21,0.69,orthorhombic,-2.942,0.096,0.4,12.128,3.389,5.38,5.846,7.711,90,90,90,4.005,0.5111111111,0.8873496862000001,6.08,7.635,1.3,1.91,0.8873496862000001
770,1368,1368,1368,EuSiO3,Eu,Si,0,3,3,1.12,0.4,cubic,-3.283,0.001,0,9.277,3.989,3.593,3.593,3.593,90,90,90,6.453,0.2962962963,0.9980307140000001,5.67,8.151,1.2,1.9,0.9980307140000001
771,3890,3890,3890,ScGdO3,Sc,Gd,0,not balanced,not balanced,0.87,0.94,cubic,-2.339,1.461,0,15.967,0.448,4.306,4.306,4.306,90,90,90,-2.876,0.6962962963,0.6854921634000001,6.54,6.15,1.36,1.2,0.6854921634000001
772,2628,2628,2628,NbAcO3,Nb,Ac,0,element not in BV,element not in BV,0.77,1.12,rhombohedral,-2.769,0.268,0,17.012,0.448,6.029,6.029,6.029,64.5,64.5,64.5,-1.015,0.8296296296,0.606909464,6.88,5.17,1.6,1.1,0.606909464
773,4142,4142,4142,SnSiO3,Sn,Si,0,2,4,0.81,0.4,tetragonal,-2.097,0.362,0.23024652898311615,11.247,0.865,3.477,3.477,4.652,90,90,90,5.029,0.2962962963,0.8727717985,7.343999999999999,8.151,1.96,1.9,0.8727717985
774,177,177,177,AlLuO3,Al,Lu,0,3,3,0.54,0.86,rhombohedral,-3.397,0.225,0,12.134,3.815,5.786,5.786,5.786,55.1,55.1,55.1,-5.759,0.637037037,0.6047202789,5.986000000000001,5.4259,1.61,1.27,0.6047202789
775,1689,1689,1689,HfCdO3,Hf,Cd,0,4,2,0.83,0.95,orthorhombic,-2.549,0.248,0,12.81,2.471,5.597,5.763,7.943,90,90,90,-7.342,0.7037037037,0.6702142535,6.65,8.993,1.3,1.69,0.6702142535
776,1549,1549,1549,GdDyO3,Gd,Dy,0,3,3,1.11,0.91,cubic,-2.964,0.858,0,15.526,1.71,4.266,4.266,4.266,90,90,90,1.644,0.6740740741,0.7696826025,6.15,5.94,1.2,1.22,0.7696826025
777,3028,3028,3028,PaNaO3,Pa,Na,0,element not in BV,element not in BV,0.95,1.02,orthorhombic,-2.759,0.156,0,13.836,3.279,5.442,5.714,8.898,90,90,90,-3.035,0.7555555556,0.6862217708,5.89,5.138999999999999,1.5,0.93,0.6862217708
778,4068,4068,4068,SmScO3,Sm,Sc,1,not balanced,not balanced,1.24,0.75,orthorhombic,-3.76,-0.006,0,12.664,4.491,5.511,5.778,7.954,90,90,90,5.249,0.5555555556,0.8720983634999999,5.64,6.54,1.17,1.36,0.8720983634999999
779,1337,1337,1337,EuHfO3,Eu,Hf,0,2,4,1.48,0.71,orthorhombic,-3.844,-0.182,0,12.898,4.521,5.623,5.727,8.01,90,90,90,6.69,0.5259259259000001,0.9714136848,5.67,6.65,1.2,1.3,0.9714136848
780,1688,1688,1688,HfCaO3,Hf,Ca,0,not balanced,not balanced,0.83,1.0,orthorhombic,-3.406,0.263,0,13.347,3.862,5.542,5.698,8.453,90,90,90,-0.35470613837242126,0.7407407407,0.6559543757,6.65,6.1129999999999995,1.3,1.0,0.6559543757
781,986,986,986,CrNdO3,Cr,Nd,0,not balanced,not balanced,0.57,0.98,rhombohedral,-2.757,0.364,0.6,14.921,1.526,6.143,6.143,6.143,56.1,56.1,56.1,-5.414,0.7259259259,0.582680266,6.766,5.53,1.66,1.14,0.582680266
782,3809,3809,3809,SbCrO3,Sb,Cr,0,3,3,0.76,0.62,orthorhombic,-1.891,0.139,0.6,11.448,0.811,5.272,5.679,7.647,90,90,90,2.906,0.4592592593,0.7573580245,8.641,6.766,2.05,1.66,0.7573580245
783,2754,2754,2754,NdScO3,Nd,Sc,1,3,3,1.27,0.75,orthorhombic,-3.736,-0.022,0,12.923,4.473,5.565,5.802,8.004,90,90,90,5.348,0.5555555556,0.8821998889,5.53,6.54,1.14,1.36,0.8821998889
784,3543,3543,3543,RbNpO3,Rb,Np,0,element not in BV,element not in BV,1.72,0.86,orthorhombic,-2.857,-0.15,0.4,16.464,1.899,6.148,6.15,8.71,90,90,90,1.678,0.637037037,0.982270506,4.177,6.19,0.82,1.36,0.982270506
785,3469,3469,3469,PuNiO3,Pu,Ni,0,element not in BV,element not in BV,0.96,0.59,orthorhombic,-2.473,-0.02,1.2,11.134,1.257,5.248,5.674,7.478,90,90,90,-0.35470613837242126,0.437037037,0.8419673529,6.06,7.635,1.28,1.91,0.8419673529
786,720,720,720,CaTiO3,Ca,Ti,1,2,4,1.34,0.61,orthorhombic,-3.367,-0.046,0,11.199,2.356,5.355,5.478,7.635,90,90,90,5.068,0.4518518519,0.9704679803,6.1129999999999995,6.82,1.0,1.54,0.9704679803
787,1058,1058,1058,CsNbO3,Cs,Nb,0,1,5,1.88,0.64,tetragonal,-2.601,0.075,0,16.947,1.792,3.95,3.95,5.431,90,90,90,4.366,0.47407407409999996,1.1477160318000001,3.8939999999999997,6.88,0.79,1.6,1.1477160318000001
788,585,585,585,BiAgO3,Bi,Ag,0,3,3,1.38,0.75,orthorhombic,-0.816,0.065,0.23024652898311615,13.495,0.357,5.78,6.05,7.719,90,90,90,-0.274,0.5555555556,0.9192388155,7.289,7.5760000000000005,2.02,1.93,0.9192388155
