,Unnamed: 0,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor,A_EN,B_EN,C_EN,A_IE,B_IE,C_IE
4144,4144,Sn2O3,Sn,Sn,False,not balanced,not balanced,0.81,0.69,orthorhombic,-1.6,0.187,-,13.411,1.158,5.682,5.776,8.173,90,90,90,3.443,O,1.385,0.7479997034999999,1.96,1.96,3.44,7.343999999999999,7.343999999999999,13.618
4145,4145,SnSrO3,Sn,Sr,False,not balanced,not balanced,0.81,1.18,orthorhombic,-2.223,0.273,-,16.198,1.174,5.743,5.798,9.73,90,90,90,-6.916,O,1.385,0.6051069726,1.96,0.95,3.44,7.343999999999999,5.695,13.618
4146,4146,SnTaO3,Sn,Ta,False,2,4,0.81,0.68,tetragonal,-2.223,0.308,0,13.398,0,4.045,4.069,4.069,90,90,90,5.007,O,1.385,0.7516219781,1.96,1.5,3.44,7.343999999999999,7.89,13.618
4147,4147,SnTbO3,Sn,Tb,False,2,4,0.81,0.76,cubic,-1.8,0.916,-0.196,16.311,0,4.337,4.337,4.337,90,90,90,-2.406,O,1.385,0.7235894567,1.96,-,3.44,7.343999999999999,5.86,13.618
4148,4148,SnTcO3,Sn,Tc,False,element not in BV,element not in BV,0.81,0.6,orthorhombic,-1.404,0.278,0.352,12.362,0,5.541,5.648,7.9,90,90,90,3.489,O,1.385,0.7819140477,1.96,1.9,3.44,7.343999999999999,7.28,13.618
4149,4149,SnTeO3,Sn,Te,False,2,4,0.81,0.97,cubic,-1.032,0.53,-,15.193,0,4.235,4.235,4.235,90,90,90,2.517,O,1.385,0.6590655561,1.96,2.1,3.44,7.343999999999999,9.009,13.618
4150,4150,SnThO3,Sn,Th,False,2,4,0.81,0.94,cubic,-2.51,0.647,0,19.05,0.645,4.567,4.567,4.567,90,90,90,3.095,O,1.385,0.6675696278000001,1.96,1.3,3.44,7.343999999999999,6.08,13.618
4151,4151,SnTiO3,Sn,Ti,False,2,4,0.81,0.61,tetragonal,-2.488,0.078,0,12.534,0.744,3.867,3.867,4.192,90,90,90,4.657,O,1.385,0.7779946790000001,1.96,1.54,3.44,7.343999999999999,6.82,13.618
4152,4152,SnTlO3,Sn,Tl,False,3,3,0.81,0.89,orthorhombic,-1.169,0.357,-,14.367,0,5.694,5.824,8.665,90,90,90,-2.983,O,1.385,0.6822414878,1.96,1.62,3.44,7.343999999999999,6.108,13.618
4153,4153,SnTmO3,Sn,Tm,False,3,3,0.81,0.88,cubic,-2.049,0.825,-0.198,15.495,0,4.263,4.263,4.263,90,90,90,-1.145,O,1.385,0.6852535915000001,1.96,1.25,3.44,7.343999999999999,6.184,13.618
4154,4154,SnUO3,Sn,U,False,2,4,0.81,0.89,cubic,-2.396,0.511,0.274,16.719,0,4.372,4.372,4.372,90,90,90,3.267,O,1.385,0.6822414878,1.96,1.38,3.44,7.343999999999999,6.05,13.618
4155,4155,SnVO3,Sn,V,False,2,4,0.81,0.58,orthorhombic,-2.01,0.198,0.351,11.57,0,5.411,5.574,7.672,90,90,90,3.118,O,1.385,0.7898724604,1.96,1.63,3.44,7.343999999999999,6.74,13.618
4156,4156,SnWO3,Sn,W,False,2,4,0.81,0.66,cubic,-1.678,0.279,0,12.775,0,3.997,3.997,3.997,90,90,90,4.517,O,1.385,0.7589728043,1.96,2.36,3.44,7.343999999999999,7.98,13.618
4157,4157,SnYO3,Sn,Y,False,3,3,0.81,0.9,cubic,-1.911,0.922,0,16.31,0,4.336,4.336,4.336,90,90,90,-2.492,O,1.385,0.6792557481999999,1.96,1.22,3.44,7.343999999999999,6.38,13.618
4158,4158,SnYbO3,Sn,Yb,False,3,3,0.81,0.87,orthorhombic,-2.424,0.262,-,13.313,0.788,5.62,5.644,8.395,90,90,90,-5.343,O,1.385,0.6882924101000001,1.96,-,3.44,7.343999999999999,6.254,13.618
4159,4159,SnZnO3,Sn,Zn,False,not balanced,not balanced,0.81,0.74,cubic,-0.854,0.977,-,11.387,0,3.847,3.847,3.847,90,90,90,-3.811,O,1.385,0.7303997104000001,1.96,1.65,3.44,7.343999999999999,9.394,13.618
4160,4160,SnZrO3,Sn,Zr,False,2,4,0.81,0.72,tetragonal,-2.627,0.167,0,14.31,1.659,4.051,4.051,4.359,90,90,90,4.877,O,1.385,0.7373393751999999,1.96,1.33,3.44,7.343999999999999,6.84,13.618
4161,4161,SrAcO3,Sr,Ac,False,element not in BV,element not in BV,1.44,1.12,orthorhombic,-2.874,0.152,0.2,18.136,0,6.232,6.48,8.981,90,90,90,-0.007,O,1.385,0.7974357912000001,0.95,1.1,3.44,5.695,5.17,13.618
4162,4162,SrAgO3,Sr,Ag,False,not balanced,not balanced,1.44,0.95,orthorhombic,-1.31,0.092,-,13.387,0,5.703,5.839,8.04,90,90,90,-0.289,O,1.385,0.8554932149,0.95,1.93,3.44,5.695,7.5760000000000005,13.618
4163,4163,SrAlO3,Sr,Al,False,not balanced,not balanced,1.44,0.54,orthorhombic,-2.87,0.09,-,10.977,0,5.374,5.374,7.603,90,90,90,0.641,O,1.385,1.0377021594,0.95,1.61,3.44,5.695,5.986000000000001,13.618
4164,4164,SrAsO3,Sr,As,False,not balanced,not balanced,1.44,0.52,tetragonal,-2.144,0.21,-,12.67,0,3.858,3.858,4.256,90,90,90,2.375,O,1.385,1.0485966703,0.95,2.18,3.44,5.695,9.81,13.618
4165,4165,SrAuO3,Sr,Au,False,element not in BV,element not in BV,1.44,0.93,orthorhombic,-1.376,0.192,-,13.581,0,5.783,5.937,7.91,90,90,90,0.04,O,1.385,0.862884085,0.95,2.54,3.44,5.695,9.225,13.618
4166,4166,SrBO3,Sr,B,False,not balanced,not balanced,1.44,0.27,cubic,-1.702,1.046,-,9.085,0,3.568,3.568,3.568,90,90,90,-1.392,O,1.385,1.2069949588,0.95,2.04,3.44,5.695,8.298,13.618
4167,4167,SrBaO3,Sr,Ba,False,not balanced,not balanced,1.44,1.35,cubic,-1.631,0.818,-,19.726,0,4.62,4.62,4.62,90,90,90,-1.445,O,1.385,0.7303753773,0.95,0.89,3.44,5.695,5.212000000000001,13.618
4168,4168,SrBeO3,Sr,Be,False,not balanced,not balanced,1.44,0.45,tetragonal,-2.038,0.444,-,10.793,0,3.36,3.36,4.78,90,90,90,-1.601,O,1.385,1.0885976332,0.95,1.57,3.44,5.695,9.322000000000001,13.618
4169,4169,SrBiO3,Sr,Bi,False,not balanced,not balanced,1.44,0.9,orthorhombic,-2.088,0.012,-,15.532,0,5.951,6.133,8.511,90,90,90,1.616,O,1.385,0.8742129789,0.95,2.02,3.44,5.695,7.289,13.618
4170,4170,SrCaO3,Sr,Ca,False,not balanced,not balanced,1.44,1.0,cubic,-1.973,0.6,-,15.836,0,4.294,4.294,4.294,90,90,90,-1.703,O,1.385,0.8375583467000001,0.95,1,3.44,5.695,6.1129999999999995,13.618
4171,4171,SrCdO3,Sr,Cd,False,not balanced,not balanced,1.44,0.95,orthorhombic,-1.506,0.284,-,14.211,0,5.82,5.978,8.17,90,90,90,-0.864,O,1.385,0.8554932149,0.95,1.69,3.44,5.695,8.993,13.618
4172,4172,SrCeO3,Sr,Ce,True,2,4,1.44,0.87,orthorhombic,-2.806,0.191,0.2,17.32,0,6.143,6.377,8.842,90,90,90,-0.685,O,1.385,0.8858433068000001,0.95,1.12,3.44,5.695,5.54,13.618
4173,4173,SrCoO3,Sr,Co,True,2,4,1.44,0.53,orthorhombic,-1.904,0.014,0.629,11.426,0,5.398,5.403,7.835,90,90,90,0.687,O,1.385,1.0431209696,0.95,1.88,3.44,5.695,7.86,13.618
4174,4174,SrCrO3,Sr,Cr,False,2,4,1.44,0.55,orthorhombic,-2.561,0.041,0.4,11.412,0.777,5.457,5.457,7.664,90,90,90,1.791,O,1.385,1.0323393575,0.95,1.66,3.44,5.695,6.766,13.618
4175,4175,SrCsO3,Sr,Cs,False,not balanced,not balanced,1.44,1.67,cubic,-0.835,0.985,-,18.43,0,4.517,4.517,4.517,90,90,90,-1.097,O,1.385,0.6538712461,0.95,0.79,3.44,5.695,3.8939999999999997,13.618
4176,4176,SrCuO3,Sr,Cu,False,not balanced,not balanced,1.44,0.68,orthorhombic,-1.547,0.071,-,11.296,0,5.424,5.435,7.662,90,90,90,-0.061,O,1.385,0.9673494706,0.95,1.9,3.44,5.695,7.726,13.618
4177,4177,SrDyO3,Sr,Dy,False,not balanced,not balanced,1.44,0.99,orthorhombic,-3.004,0.158,0.2,15.533,0,5.974,6.145,8.462,90,90,90,-0.448,O,1.385,0.8410849081,0.95,1.22,3.44,5.695,5.94,13.618
4178,4178,SrErO3,Sr,Er,False,not balanced,not balanced,1.44,0.89,orthorhombic,-3.036,0.151,0.2,15.222,0,5.936,6.101,8.406,90,90,90,-0.37,O,1.385,0.8780556733,0.95,1.24,3.44,5.695,6.101,13.618
4179,4179,SrEuO3,Sr,Eu,False,not balanced,not balanced,1.44,1.06,cubic,-2.133,0.521,0.037,15.52,0,4.265,4.265,4.265,90,90,90,-1.035,O,1.385,0.8170047676000001,0.95,-,3.44,5.695,5.67,13.618
4180,4180,SrFeO3,Sr,Fe,False,2,4,1.44,0.59,orthorhombic,-2.188,-0.015,0.808,11.449,0,5.447,5.454,7.707,90,90,90,1.378,O,1.385,1.0114312187,0.95,1.83,3.44,5.695,7.87,13.618
4181,4181,SrGaO3,Sr,Ga,False,not balanced,not balanced,1.44,0.62,cubic,-2.215,0.169,-,12.022,0,3.917,3.917,3.917,90,90,90,-0.172,O,1.385,0.9962975845,0.95,1.81,3.44,5.695,5.999,13.618
4182,4182,SrGdO3,Sr,Gd,False,not balanced,not balanced,1.44,0.94,orthorhombic,-2.967,0.166,0.2,15.863,0,6.005,6.188,8.537,90,90,90,-0.521,O,1.385,0.8591727556000001,0.95,1.2,3.44,5.695,6.15,13.618
4183,4183,SrGeO3,Sr,Ge,False,2,4,1.44,0.53,cubic,-2.434,0.143,-,11.292,0.308,3.836,3.836,3.836,90,90,90,4.097,O,1.385,1.0431209696,0.95,2.01,3.44,5.695,7.899,13.618
4184,4184,SrHfO3,Sr,Hf,True,2,4,1.44,0.71,orthorhombic,-3.653,0,0,13.589,4.43,5.751,5.792,8.159,90,90,90,6.856,O,1.385,0.9534972109,0.95,1.3,3.44,5.695,6.65,13.618
4185,4185,SrHgO3,Sr,Hg,False,not balanced,not balanced,1.44,1.11,orthorhombic,-1.314,0.196,-,15.005,0,5.934,6.607,7.655,90,90,90,-0.562,O,1.385,0.8006319265999999,0.95,2,3.44,5.695,10.437000000000001,13.618
4186,4186,SrHoO3,Sr,Ho,False,not balanced,not balanced,1.44,0.9,orthorhombic,-3.02,0.153,0.2,15.378,0,5.952,6.124,8.438,90,90,90,-0.41,O,1.385,0.8742129789,0.95,1.23,3.44,5.695,6.018,13.618
4187,4187,SrInO3,Sr,In,False,not balanced,not balanced,1.44,0.8,orthorhombic,-2.013,0.182,-,14.22,0,5.836,5.912,8.242,90,90,90,-0.561,O,1.385,0.9142227262,0.95,1.78,3.44,5.695,5.7860000000000005,13.618
4188,4188,SrIrO3,Sr,Ir,True,2,4,1.44,0.63,orthorhombic,-1.838,0.025,0.048,12.424,0,5.55,5.674,7.891,90,90,90,1.995,O,1.385,0.9913531796,0.95,2.2,3.44,5.695,9.1,13.618
4189,4189,SrKO3,Sr,K,False,not balanced,not balanced,1.44,1.38,cubic,-0.607,1.22,-,16.165,0,4.324,4.324,4.324,90,90,90,-3.24,O,1.385,0.7224508705,0.95,0.82,3.44,5.695,4.341,13.618
4190,4190,SrLaO3,Sr,La,False,not balanced,not balanced,1.44,1.03,orthorhombic,-2.923,0.17,0.2,17.059,0,6.108,6.348,8.798,90,90,90,-0.358,O,1.385,0.8271538951999999,0.95,1.1,3.44,5.695,5.58,13.618
4191,4191,SrLiO3,Sr,Li,False,not balanced,not balanced,1.44,0.76,cubic,-1.408,0.536,-,10.996,0,3.802,3.802,3.802,90,90,90,-1.469,O,1.385,0.9312711687,0.95,0.98,3.44,5.695,5.392,13.618
4192,4192,SrLuO3,Sr,Lu,False,not balanced,not balanced,1.44,0.86,orthorhombic,-3.083,0.135,0.2,14.746,0,5.862,6.03,8.343,90,90,90,-0.142,O,1.385,0.8897891567,0.95,1.27,3.44,5.695,5.4259,13.618
4193,4193,SrMgO3,Sr,Mg,False,not balanced,not balanced,1.44,0.72,orthorhombic,-2.132,0.342,-,12.394,0,5.219,5.949,7.984,90,90,90,-0.975,O,1.385,0.9489675329,0.95,1.31,3.44,5.695,7.646,13.618
4194,4194,SrMnO3,Sr,Mn,True,2,4,1.44,0.53,orthorhombic,-2.368,0.041,0.6,11.38,0,5.425,5.446,7.703,90,90,90,1.412,O,1.385,1.0431209696,0.95,1.55,3.44,5.695,7.435,13.618
4195,4195,SrMoO3,Sr,Mo,True,2,4,1.44,0.65,orthorhombic,-2.611,0.026,0.001,12.645,0,5.632,5.635,7.968,90,90,90,5.296,O,1.385,0.9816101508,0.95,2.16,3.44,5.695,7.099,13.618
4196,4196,SrNaO3,Sr,Na,False,not balanced,not balanced,1.44,1.02,cubic,-0.994,0.835,-,13.882,0,4.11,4.11,4.11,90,90,90,-2.302,O,1.385,0.8305932045000001,0.95,0.93,3.44,5.695,5.138999999999999,13.618
4197,4197,SrNbO3,Sr,Nb,True,2,4,1.44,0.68,orthorhombic,-3.022,-0.011,0,13.268,0,5.71,5.732,8.108,90,90,90,5.907,O,1.385,0.9673494706,0.95,1.6,3.44,5.695,6.88,13.618
4198,4198,SrNdO3,Sr,Nd,False,not balanced,not balanced,1.44,0.98,orthorhombic,-2.865,0.186,0.2,16.743,0,6.095,6.303,8.717,90,90,90,-0.671,O,1.385,0.8446412925,0.95,1.14,3.44,5.695,5.53,13.618
4199,4199,SrNiO3,Sr,Ni,False,2,4,1.44,0.48,orthorhombic,-1.665,0.127,0.001,11.363,0,5.434,5.442,7.686,90,90,90,0.19,O,1.385,1.0710866793,0.95,1.91,3.44,5.695,7.635,13.618
4200,4200,SrNpO3,Sr,Np,False,element not in BV,element not in BV,1.44,0.86,orthorhombic,-3.418,-0.014,0.6,16.005,2.6,6.008,6.182,8.619,90,90,90,-,O,1.385,0.8897891567,0.95,1.36,3.44,5.695,6.19,13.618
4201,4201,SrOsO3,Sr,Os,False,element not in BV,element not in BV,1.44,0.57,orthorhombic,-1.941,-0.067,0.196,12.35,0,5.588,5.598,7.897,90,90,90,3.325,O,1.385,1.0217783411,0.95,2.2,3.44,5.695,8.7,13.618
4202,4202,SrPaO3,Sr,Pa,False,element not in BV,element not in BV,1.44,0.91,orthorhombic,-3.18,-0.144,0.2,16.648,2.529,6.087,6.268,8.727,90,90,90,5.517,O,1.385,0.8704037720000001,0.95,1.5,3.44,5.695,5.89,13.618
4203,4203,SrPbO3,Sr,Pb,True,2,4,1.44,0.78,orthorhombic,-1.995,-0.043,-,14.902,1.042,5.881,6.041,8.389,90,90,90,1.78,O,1.385,0.9226682018,0.95,2.33,3.44,5.695,7.416,13.618
4204,4204,SrPdO3,Sr,Pd,False,2,4,1.44,0.62,orthorhombic,-1.636,-0.058,-,12.586,0.299,5.588,5.683,7.927,90,90,90,0.177,O,1.385,0.9962975845,0.95,2.2,3.44,5.695,8.34,13.618
4205,4205,SrPmO3,Sr,Pm,False,element not in BV,element not in BV,1.44,0.97,orthorhombic,-2.897,0.178,0.2,16.476,0,6.066,6.266,8.67,90,90,90,-0.597,O,1.385,0.8482278798,0.95,-,3.44,5.695,5.553999999999999,13.618
4206,4206,SrPrO3,Sr,Pr,False,2,4,1.44,0.85,orthorhombic,-2.838,0.187,0.2,16.993,0,6.11,6.342,8.771,90,90,90,-0.673,O,1.385,0.8937703162999999,0.95,1.13,3.44,5.695,5.46,13.618
4207,4207,SrPtO3,Sr,Pt,False,element not in BV,element not in BV,1.44,0.67,orthorhombic,-1.708,-0.013,0,12.705,0.616,5.595,5.719,7.942,90,90,90,0.713,O,1.385,0.9720567673,0.95,2.28,3.44,5.695,9.0,13.618
4208,4208,SrPuO3,Sr,Pu,True,element not in BV,element not in BV,1.44,0.83,orthorhombic,-3.33,-0.179,0.8,15.748,1.949,5.979,6.147,8.57,90,90,90,3.783,O,1.385,0.9018404771,0.95,1.28,3.44,5.695,6.06,13.618
4209,4209,SrRbO3,Sr,Rb,False,not balanced,not balanced,1.44,1.52,cubic,-0.615,1.199,-,16.385,0,4.343,4.343,4.343,90,90,90,-2.49,O,1.385,0.6876339611,0.95,0.82,3.44,5.695,4.177,13.618
4210,4210,SrReO3,Sr,Re,False,2,4,1.44,0.63,rhombohedral,-2.232,0.119,0.006,12.456,0,5.59,5.59,5.59,60.4,60.4,60.4,4.409,O,1.385,0.9913531796,0.95,1.9,3.44,5.695,7.88,13.618
4211,4211,SrRhO3,Sr,Rh,False,2,4,1.44,0.6,orthorhombic,-1.856,-0.006,0.2,12.33,0,5.553,5.635,7.882,90,90,90,1.774,O,1.385,1.0063358473,0.95,2.28,3.44,5.695,7.46,13.618
4212,4212,SrRuO3,Sr,Ru,True,2,4,1.44,0.62,orthorhombic,-2.024,-0.013,0.396,12.293,0,5.574,5.586,7.896,90,90,90,3.136,O,1.385,0.9962975845,0.95,2.2,3.44,5.695,7.37,13.618
4213,4213,SrSbO3,Sr,Sb,False,not balanced,not balanced,1.44,0.68,orthorhombic,-2.268,0.078,-,14.308,0,5.825,5.923,8.295,90,90,90,2.819,O,1.385,0.9673494706,0.95,2.05,3.44,5.695,8.641,13.618
4214,4214,SrScO3,Sr,Sc,False,not balanced,not balanced,1.44,0.75,orthorhombic,-3.05,0.091,0.2,13.599,0,5.743,5.813,8.148,90,90,90,-0.088,O,1.385,0.9356330945,0.95,1.36,3.44,5.695,6.54,13.618
4215,4215,SrSiO3,Sr,Si,False,2,4,1.44,0.4,tetragonal,-2.989,0.287,-,11.198,2.148,3.465,3.465,4.662,90,90,90,6.066,O,1.385,1.1190905641,0.95,1.9,3.44,5.695,8.151,13.618
4216,4216,SrSmO3,Sr,Sm,False,not balanced,not balanced,1.44,0.96,orthorhombic,-2.912,0.175,0.2,16.302,0,6.051,6.246,8.627,90,90,90,-0.583,O,1.385,0.8518450562000001,0.95,1.17,3.44,5.695,5.64,13.618
4217,4217,SrSnO3,Sr,Sn,True,2,4,1.44,0.69,orthorhombic,-2.495,-0.042,-,13.439,2.116,5.733,5.766,8.131,90,90,90,3.937,O,1.385,0.9626875455,0.95,1.96,3.44,5.695,7.343999999999999,13.618
4218,4218,Sr2O3,Sr,Sr,False,not balanced,not balanced,1.44,1.18,cubic,-1.738,0.735,-,17.697,0,4.456,4.456,4.456,90,90,90,-1.979,O,1.385,0.7787823223999999,0.95,0.95,3.44,5.695,5.695,13.618
4219,4219,SrTaO3,Sr,Ta,False,2,4,1.44,0.68,orthorhombic,-3.121,0.044,0,13.11,0,5.691,5.703,8.078,90,90,90,6.161,O,1.385,0.9673494706,0.95,1.5,3.44,5.695,7.89,13.618
4220,4220,SrTbO3,Sr,Tb,False,2,4,1.44,0.76,orthorhombic,-2.854,0.163,0.2,15.685,0,5.979,6.167,8.507,90,90,90,-0.493,O,1.385,0.9312711687,0.95,-,3.44,5.695,5.86,13.618
4221,4221,SrTcO3,Sr,Tc,False,element not in BV,element not in BV,1.44,0.6,orthorhombic,-2.295,-0.097,0.254,12.379,0,5.587,5.596,7.918,90,90,90,4.148,O,1.385,1.0063358473,0.95,1.9,3.44,5.695,7.28,13.618
4222,4222,SrTeO3,Sr,Te,False,2,4,1.44,0.97,rhombohedral,-2.018,0.193,-,14.971,0.441,5.926,5.926,5.926,60.8,60.8,60.8,3.152,O,1.385,0.8482278798,0.95,2.1,3.44,5.695,9.009,13.618
4223,4223,SrThO3,Sr,Th,False,2,4,1.44,0.94,orthorhombic,-3.649,0.071,0,17.178,4.252,6.145,6.331,8.831,90,90,90,5.721,O,1.385,0.8591727556000001,0.95,1.3,3.44,5.695,6.08,13.618
4224,4224,SrTiO3,Sr,Ti,True,2,4,1.44,0.61,rhombohedral,-3.354,-0.046,0,12.003,2.009,5.533,5.533,5.533,60.1,60.1,60.1,5.504,O,1.385,1.0012915573,0.95,1.54,3.44,5.695,6.82,13.618
4225,4225,SrTlO3,Sr,Tl,False,not balanced,not balanced,1.44,1.2,orthorhombic,-1.58,0.163,-,15.014,0,5.874,6.131,8.338,90,90,90,-0.67,O,1.385,0.7727569272,0.95,1.62,3.44,5.695,6.108,13.618
4226,4226,SrTmO3,Sr,Tm,False,not balanced,not balanced,1.44,0.96,orthorhombic,-3.059,0.146,0.2,15.041,0,5.912,6.079,8.37,90,90,90,-0.296,O,1.385,0.8518450562000001,0.95,1.25,3.44,5.695,6.184,13.618
4227,4227,SrUO3,Sr,U,True,2,4,1.44,0.89,orthorhombic,-3.487,-0.018,0.4,16.258,2.645,6.026,6.228,8.664,90,90,90,5.193,O,1.385,0.8780556733,0.95,1.38,3.44,5.695,6.05,13.618
4228,4228,SrVO3,Sr,V,True,2,4,1.44,0.58,orthorhombic,-2.882,-0.002,0.2,11.693,0,5.437,5.441,7.904,90,90,90,3.786,O,1.385,1.0165784513,0.95,1.63,3.44,5.695,6.74,13.618
4229,4229,SrWO3,Sr,W,False,2,4,1.44,0.66,cubic,-2.596,0.149,0,12.736,0,3.993,3.993,3.993,90,90,90,5.437,O,1.385,0.9768101012,0.95,2.36,3.44,5.695,7.98,13.618
4230,4230,SrYO3,Sr,Y,False,not balanced,not balanced,1.44,0.9,orthorhombic,-2.979,0.161,0.2,15.653,0,6.007,6.188,8.423,90,90,90,-0.576,O,1.385,0.8742129789,0.95,1.22,3.44,5.695,6.38,13.618
4231,4231,SrYbO3,Sr,Yb,False,not balanced,not balanced,1.44,0.95,orthorhombic,-2.491,0.208,-,14.918,2.625,6.401,6.586,7.077,90,90,90,-0.984,O,1.385,0.8554932149,0.95,-,3.44,5.695,6.254,13.618
4232,4232,SrZnO3,Sr,Zn,False,not balanced,not balanced,1.44,0.74,orthorhombic,-1.706,0.25,-,12.088,0,5.545,5.55,7.855,90,90,90,-0.611,O,1.385,0.9400360738,0.95,1.65,3.44,5.695,9.394,13.618
4233,4233,SrZrO3,Sr,Zr,True,2,4,1.44,0.72,orthorhombic,-3.502,-0.081,0,13.995,3.938,5.797,5.863,8.234,90,90,90,-,O,1.385,0.9489675329,0.95,1.33,3.44,5.695,6.84,13.618
4234,4234,TaAcO3,Ta,Ac,False,element not in BV,element not in BV,0.74,1.12,rhombohedral,-2.889,0.216,0,17.361,1.223,6.155,6.155,6.155,62.4,62.4,62.4,-6.053,O,1.385,0.5998410818,1.5,1.1,3.44,7.89,5.17,13.618
4235,4235,TaAgO3,Ta,Ag,False,not balanced,not balanced,0.74,0.95,orthorhombic,-2.019,0.246,0,14.157,1.609,5.492,5.917,8.713,90,90,90,-11.587,O,1.385,0.6435125953,1.5,1.93,3.44,7.89,7.5760000000000005,13.618
4236,4236,TaAlO3,Ta,Al,False,not balanced,not balanced,0.74,0.54,cubic,-1.936,1.036,0.334,9.578,0,3.631,3.631,3.631,90,90,90,3.961,O,1.385,0.7805724208,1.5,1.61,3.44,7.89,5.986000000000001,13.618
4237,4237,TaAsO3,Ta,As,False,not balanced,not balanced,0.74,0.52,cubic,-0.383,2.049,0.513,12.017,0,3.917,3.917,3.917,90,90,90,-0.797,O,1.385,0.7887674068000001,1.5,2.18,3.44,7.89,9.81,13.618
4238,4238,TaAuO3,Ta,Au,False,element not in BV,element not in BV,0.74,0.93,cubic,0.335,2.573,0.42,13.367,0,4.058,4.058,4.058,90,90,90,-8.366,O,1.385,0.6490720994,1.5,2.54,3.44,7.89,9.225,13.618
4239,4239,TaBO3,Ta,B,False,4,2,0.68,0.27,cubic,-1.101,1.649,0.086,7.765,0,3.386,3.386,3.386,90,90,90,1.296,O,1.385,0.8822812708,1.5,2.04,3.44,7.89,8.298,13.618
4240,4240,TaBaO3,Ta,Ba,False,not balanced,not balanced,0.74,1.35,orthorhombic,-2.791,0.359,-0.001,17.807,0.304,5.529,6.608,9.748,90,90,90,-3.556,O,1.385,0.5493974077,1.5,0.89,3.44,7.89,5.212000000000001,13.618
4241,4241,TaBeO3,Ta,Be,False,4,2,0.68,0.45,cubic,-1.946,0.993,0.001,7.821,0,3.394,3.394,3.394,90,90,90,3.022,O,1.385,0.7957359690000001,1.5,1.57,3.44,7.89,9.322000000000001,13.618
4242,4242,TaBiO3,Ta,Bi,False,1,5,0.74,0.76,cubic,-0.046,2.423,0.58,15.692,0,4.281,4.281,4.281,90,90,90,-5.978,O,1.385,0.7005137109999999,1.5,2.02,3.44,7.89,7.289,13.618
4243,4243,TaCaO3,Ta,Ca,False,not balanced,not balanced,0.74,1.0,rhombohedral,-2.781,0.395,0.2,14.622,0,5.996,5.996,5.996,58.2,58.2,58.2,-,O,1.385,0.6300217652000001,1.5,1,3.44,7.89,6.1129999999999995,13.618
4244,4244,TaCdO3,Ta,Cd,False,not balanced,not balanced,0.74,0.95,orthorhombic,-2.001,0.48,0,12.766,0,5.622,6.378,7.121,90,90,90,-12.014,O,1.385,0.6435125953,1.5,1.69,3.44,7.89,8.993,13.618
4245,4245,TaCeO3,Ta,Ce,False,2,4,0.74,0.87,cubic,-0.711,2.478,0.396,18.308,0,4.507,4.507,4.507,90,90,90,-13.22,O,1.385,0.6663423104,1.5,1.12,3.44,7.89,5.54,13.618
4246,4246,TaCoO3,Ta,Co,False,2,4,0.74,0.53,cubic,-0.878,1.6,-0.112,9.555,0,3.629,3.629,3.629,90,90,90,-0.411,O,1.385,0.784648517,1.5,1.88,3.44,7.89,7.86,13.618
4247,4247,TaCrO3,Ta,Cr,False,1,5,0.74,0.49,orthorhombic,-2.33,0.332,0.599,10.669,0,5.225,6.038,6.765,90,90,90,-2.758,O,1.385,0.8013876853,1.5,1.66,3.44,7.89,6.766,13.618
4248,4248,TaCsO3,Ta,Cs,False,not balanced,not balanced,0.74,1.67,rhombohedral,-2.037,0.808,0,23.8,1.439,7.021,7.021,7.021,58.8,58.8,58.8,-,O,1.385,0.4918500524,1.5,0.79,3.44,7.89,3.8939999999999997,13.618
4249,4249,TaCuO3,Ta,Cu,False,not balanced,not balanced,0.74,0.68,orthorhombic,-2.181,0.216,0,11.068,0,4.832,5.157,8.882,90,90,90,-1.882,O,1.385,0.7276522567,1.5,1.9,3.44,7.89,7.726,13.618
4250,4250,TaDyO3,Ta,Dy,False,not balanced,not balanced,0.74,0.99,cubic,-1.295,2.033,0.399,15.203,0,4.236,4.236,4.236,90,90,90,-9.365,O,1.385,0.6326744884000001,1.5,1.22,3.44,7.89,5.94,13.618
4251,4251,TaErO3,Ta,Er,False,not balanced,not balanced,0.74,0.89,cubic,-1.398,1.944,0.399,14.694,0,4.188,4.188,4.188,90,90,90,-8.576,O,1.385,0.6604843561,1.5,1.24,3.44,7.89,6.101,13.618
4252,4252,TaEuO3,Ta,Eu,False,not balanced,not balanced,0.74,1.06,orthorhombic,-2.955,0.394,-0.002,13.999,0,5.6,6.202,8.061,90,90,90,-16.488,O,1.385,0.6145611084,1.5,-,3.44,7.89,5.67,13.618
4253,4253,TaFeO3,Ta,Fe,False,2,4,0.74,0.59,cubic,-0.862,1.698,1.261,10.777,0,3.777,3.777,3.777,90,90,90,-4.452,O,1.385,0.7608110937,1.5,1.83,3.44,7.89,7.87,13.618
